FP_n1	FP_n2	FP_n3	FP_f1	FP_f2	FP_f3	FP_p1	FP_p2	FP_p3	Ch_n1	Ch_n2	Ch_n3	Ch_f1	Ch_f2	Ch_f3	Ch_p1	Ch_p2	Ch_p3	Ch_FDR005	Ch_FDR001	FP_FDR005	FP_FDR001	Protein_Group	Proteins
0.008	-0.135	-0.147	-0.135	-0.117	-0.084	0.254	0.174	0.183	-0.247	-0.158	-0.248	0.543	0.613	0.496	-0.1	-0.533	-0.366	significant	not significant	not significant	not significant	Q61205	PAFAH1B3
1.677	1.923	1.649	-2.303	-0.014	0.876	0.199	-2.243	-1.765	-0.418	-0.55	-0.043	-0.556	0.369	0.404	0.292	0.006	0.494	not significant	not significant	significant	significant	Q99L02	PAGR1A
0.205	0.177	0.16	0.091	0.045	-0.091	-0.171	-0.227	-0.189	-0.363	-0.321	-0.304	0.643	0.545	0.111	-0.066	-0.379	0.134	significant	not significant	not significant	not significant	Q9DCL9	PAICS
-0.285	-0.633	-0.838	-0.41	-0.524	-0.154	0.845	1.15	0.849	0.01	0.373	0.376	-0.351	-0.494	0.4	0.124	-0.407	-0.032	not significant	not significant	significant	significant	G5E884	PAK1
0.141	0.141	0.346	-0.111	0.056	-0.132	-0.216	-0.223	-0.002	-0.06	0.039	0.067	-0.124	-0.146	0.124	-0.09	-0.019	0.208	not significant	not significant	not significant	not significant	Q9DCE5	PAK1IP1
0.004	-0.074	-0.084	0.049	0	0.13	-0.038	0.052	-0.039	-0.28	-0.366	-0.464	0.795	0.818	0.293	-0.296	-0.125	-0.376	significant	not significant	not significant	not significant	Q8CIN4	PAK2
0.427	0.495	0.338	-0.165	-0.003	-0.076	-0.225	-0.447	-0.344	0.397	0.35	0.217	0.339	0	0.155	-0.103	-0.288	-1.067	not significant	not significant	significant	not significant	Q8BTW9	PAK4
0.31	-0.339	0.001	0.213	0.345	0.564	-0.217	-0.411	-0.467	0.094	0.012	0.032	0.226	0.065	0.249	-0.035	-0.425	-0.218	not significant	not significant	significant	not significant	Q3U0P1	PALB2
-0.129	-0.1	0.001	-0.448	-0.49	-0.341	0.532	0.45	0.526	0.267	0.571	0.482	-0.127	-0.331	-1.195	0.508	-0.156	-0.02	significant	not significant	significant	significant	P70261	PALD1
-1.705	-1.633	-1.465	0.042	-0.024	-0.164	1.655	1.659	1.633	-2.753	-3.592	-3.449	0.92	1.417	1.58	2.178	2.049	1.65	significant	significant	significant	significant	"Q9ET54-4;Q9ET54-6"	PALLD
-0.055	-0.111	-0.115	-0.422	-0.527	-0.625	0.693	0.677	0.485	1.707	1.626	1.69	-0.432	-1.624	-0.36	-0.798	-1.347	-0.462	significant	significant	significant	significant	Q9Z0P4-2	PALM
0.562	0.299	0.291	0.444	0.402	0.475	-1.049	-0.631	-0.792	0.845	1.222	0.695	1.869	1.546	1.46	-2.54	-2.631	-2.467	significant	significant	significant	significant	A2TJV2	PALM3
0	0	0	0	0	0	0	0	0	0.902	-0.148	-0.051	-0.448	-1.485	-0.078	0.706	0.112	0.49	significant	not significant	not significant	not significant	Q9JHU2	PALMD
-0.475	-0.442	-0.471	0.452	-0.09	0.53	0.398	0.161	-0.062	-0.963	0.604	-0.581	0.877	0.664	0.059	0.204	-0.108	-0.755	not significant	not significant	significant	not significant	Q9CQV1	PAM16
0.319	0.353	0.575	-0.395	-0.427	-0.132	-0.342	0.258	-0.21	0.113	0.305	0.227	0.461	0.129	-0.349	-0.158	-0.2	-0.528	not significant	not significant	significant	not significant	"Q8BGF7;Q8BGF7-2;Q8BGF7-3"	PAN2
-0.284	-0.149	0.009	-0.014	0.289	0.072	0.172	-0.226	0.131	1.575	1.132	1.194	-0.813	-0.566	-0.794	-0.437	-1.466	0.175	significant	significant	not significant	not significant	Q640Q5	PAN3
0.047	0.1	0.212	0.178	-0.099	-0.103	-0.404	-0.13	0.199	-0.888	-2.051	-0.423	1.383	1.281	0.75	-0.073	-0.048	0.068	significant	significant	not significant	not significant	Q3U4S0	PANK2
-0.493	-0.399	-0.212	-0.012	-0.004	0.227	0.481	0.398	0.014	-1.463	-0.631	0.167	1.065	1.698	1.382	-0.409	-1.117	-0.692	significant	significant	significant	not significant	"Q80YV4;Q80YV4-2"	PANK4
-0.079	-0.066	-0.035	0.246	0.23	0.369	-0.258	-0.062	-0.343	0.32	0.303	0.066	0.888	0.8	0.53	-1.05	-0.478	-1.378	significant	significant	not significant	not significant	Q61183	PAPOLA
0.224	0.285	0.156	0.314	-0.063	-0.235	-0.037	-0.107	-0.536	-0.224	-0.196	-0.136	0.446	-0.615	0.589	0.17	-0.172	0.138	not significant	not significant	not significant	not significant	Q6PCL9	PAPOLG
0	0	0	0	0	0	0	0	0	1.436	1.37	1.231	1.261	-2.47	1.256	0.907	-2.094	-2.895	significant	not significant	not significant	not significant	E0CZE2	PARD3
-0.026	-0.004	-0.024	-0.062	0.049	-0.206	0.123	0.207	-0.057	0.153	0.133	0.079	-0.005	-0.133	-0.091	0.096	0.128	-0.359	not significant	not significant	not significant	not significant	Q99NH2	PARD3 (isof.)
-0.418	-0.484	-0.687	0.51	0.434	0.401	0.252	0.083	-0.09	-0.044	-0.271	-0.947	0.22	0.27	-0.01	1.105	0.063	-0.386	not significant	not significant	significant	significant	"Q9JK83;Q9JK83-2"	PARD6B
-0.427	0.197	0.015	-0.162	0.528	0.519	-0.092	-0.327	-0.251	0.503	0.618	0.809	-0.085	0.095	-1.229	-0.351	-0.131	-0.231	significant	not significant	not significant	not significant	Q9JK84	PARD6G
0.106	0.024	0.045	-0.062	-0.113	-0.004	0.007	-0.039	0.036	-2.405	-1.872	-1.769	1.925	1.966	1.611	2.652	0.289	-2.396	significant	significant	not significant	not significant	O88622	PARG
-0.03	0.063	-0.045	0.339	0.481	0.351	-0.42	-0.329	-0.409	0.807	-2.378	0.709	0.507	0.173	-0.149	0.223	0.041	0.068	not significant	not significant	significant	not significant	Q99LX0	PARK7
-0.272	0.072	-0.053	-0.254	-0.175	-0.436	0.225	0.447	0.447	-0.47	0.097	-0.732	-0.866	0.607	-0.289	0.548	0.497	0.61	not significant	not significant	significant	not significant	Q5XJY4	PARL
0.161	0.161	-0.004	-0.095	-0.099	-0.209	0.11	0.035	-0.061	0.31	0.277	0.163	-0.275	-0.09	-0.155	-0.235	0.097	-0.092	not significant	not significant	not significant	not significant	Q8VDG3	PARN
0.495	0.532	0.448	0.007	0.083	0.016	-0.546	-0.486	-0.55	0.505	0.478	0.475	0.083	-0.037	-0.101	-0.547	-0.502	-0.354	significant	not significant	significant	significant	P11103	PARP1 (isof.)
0.441	0.431	0.484	0.047	0.094	0.021	-0.452	-0.611	-0.454	0.772	0.696	0.748	-0.08	-0.108	-0.077	-0.724	-0.647	-0.58	significant	significant	significant	significant	Q921K2	PARP1
0.014	0.079	-0.48	-0.123	1.432	1.886	-1.303	-1.246	-0.259	-0.516	-0.975	-2.232	2.31	1.823	1.761	-1.07	-0.275	-0.825	significant	significant	significant	significant	Q8BZ20	PARP12
-0.255	-0.112	-0.428	0.085	-0.233	0.09	0.357	0.259	0.237	-0.145	0.423	0.127	-0.256	-0.422	-0.003	0.206	0.174	-0.104	not significant	not significant	not significant	not significant	Q2EMV9-2	PARP14
-0.799	0.528	0.089	2.018	1.337	-1.822	-1.639	0.019	0.268	-0.051	0.671	0.048	0.296	0.225	-0.212	-0.11	-0.851	-0.016	not significant	not significant	not significant	not significant	Q7TMM8	PARP16
0.355	0.379	0.505	-0.424	-0.136	-0.433	-0.243	0.018	-0.021	-0.345	-0.432	-0.498	0.117	0.324	0.266	0.192	0.063	0.313	significant	not significant	significant	not significant	O88554	PARP2
0.303	0.309	0.258	-0.014	0.043	-0.159	-0.05	-0.607	-0.082	0.421	0.469	0.764	-0.299	-0.277	-0.313	-0.547	-0.353	0.136	significant	not significant	not significant	not significant	Q8CFI5	PARS2
-1.449	-2.353	-2.548	-0.048	0.509	-0.023	1.971	2.126	1.816	-0.535	-0.228	-0.362	0.838	-2.365	0.303	0.069	0.924	1.355	not significant	not significant	significant	significant	Q9EPC1	PARVA
0.997	0.869	0.8	-0.658	-0.585	-0.661	-0.264	-0.122	-0.376	0.456	0.925	0.602	-0.366	0.09	-0.212	-0.717	-0.438	-0.339	significant	not significant	significant	significant	Q9ES46	PARVB
-0.437	-0.401	-0.455	0.101	0.2	0.144	0.285	0.233	0.33	1.67	1.256	1.661	-0.55	-0.349	-0.31	0.945	-2.409	-1.914	significant	significant	significant	not significant	Q8CEE6	PASK
0.111	-0.871	0.258	0.699	0.486	0.395	-0.582	-0.064	-0.432	-0.467	-0.988	-0.169	1.006	1.062	0.88	0.244	-1.163	-0.405	significant	significant	significant	not significant	Q63ZW7	PATJ
0.468	0.517	0.365	-0.159	-0.182	-0.269	-0.285	-0.284	-0.172	0.641	0.709	0.582	-0.067	0.067	-0.494	-0.494	-0.517	-0.425	significant	significant	significant	not significant	Q3TC46	PATL1
-0.597	0.182	0.221	-0.049	-0.338	-0.362	0.43	-0.18	0.693	-0.022	0.017	0.007	-0.345	-0.281	-0.094	0.053	0.227	0.437	not significant	not significant	not significant	not significant	"Q5NBY9;Q9JMG9"	PATZ1
-0.315	-0.15	-0.206	0.674	0.673	0.627	-0.414	-0.545	-0.344	-0.987	-0.006	-0.19	0.629	0.695	0.67	-0.342	-0.111	-0.358	significant	not significant	significant	significant	"Q925B0;Q925B0-2"	PAWR
0.33	0.429	0.142	0.028	-0.287	-0.278	-0.211	-0.097	-0.056	0.4	0.346	0.307	-0.263	-0.268	-0.204	-0.099	-0.066	-0.155	not significant	not significant	not significant	not significant	P58501	PAXBP1
0.311	0.407	0.199	-0.271	-0.099	-0.191	-0.15	-0.021	-0.185	0.242	0.247	0.244	-0.2	-0.056	-0.217	-0.127	-0.151	0.018	not significant	not significant	not significant	not significant	Q6NZQ4	PAXIP1
-0.228	-0.095	-0.171	-0.02	0.064	0.172	0.059	0.065	0.154	-0.216	-0.06	-0.454	1.139	0.953	-0.112	-0.013	-0.467	-0.769	significant	not significant	not significant	not significant	Q9D0B6	PBDC1
-0.278	0.085	-0.034	-0.069	-0.232	-0.215	0.281	0.446	0.015	-0.219	-0.036	0.122	0.886	0.568	0.513	-0.285	-0.78	-0.77	significant	significant	not significant	not significant	Q9JJ78	PBK
0	0	0	0	0	0	0	0	0	1.099	-1.368	0.697	-1.45	-0.561	-2.066	0.38	2.486	0.782	significant	significant	not significant	not significant	"D3YYG4;D3Z1M8;D3Z3R4"	PBRM1 (isof. 1)
0	0	0	0	0	0	0	0	0	-0.325	-0.36	-0.412	-0.198	0.361	0.734	0.713	-0.253	-0.26	not significant	not significant	not significant	not significant	"D3Z1N4;E9Q4Y5;F8VQD1"	PBRM1 (isof. 2)
-0.223	-0.252	-0.208	-0.149	-0.197	-0.207	0.438	0.369	0.43	-0.351	-0.303	-0.35	-0.344	-0.282	-0.119	0.532	0.602	0.616	significant	significant	significant	not significant	Q8BSQ9	PBRM1
-0.642	-0.818	-1.256	-1.226	0.157	2.455	0.705	0.194	0.432	-0.664	-0.559	-0.686	0.018	0.372	0.179	0.724	0.242	0.373	significant	not significant	significant	not significant	"P41778;P41778-2"	PBX1
-0.308	-0.476	-1.329	-0.203	-0.425	0.068	0.529	1.343	0.8	-1.92	-1.332	-1.234	1.159	-0.649	1.542	0.646	1.402	0.386	significant	significant	significant	significant	Q3TVI8	PBXIP1
-0.763	-0.658	-0.573	0.709	0.485	0.785	0.082	-0.136	0.069	-0.078	-0.276	-0.143	0.985	1.064	0.664	-0.535	-0.866	-0.816	significant	significant	significant	significant	Q05920	PC
0.16	0.122	0.061	0.126	0.043	0.076	-0.214	-0.137	-0.236	0.204	0.138	0.105	0.222	0.28	-0.007	-0.474	-0.337	-0.132	not significant	not significant	not significant	not significant	P60335	PCBP1
0.073	0.04	-0.278	-0.333	0.023	-0.445	0.404	0.24	0.277	0.259	0.034	0.156	0.409	0.247	0.395	-1.677	-0.125	0.303	not significant	not significant	not significant	not significant	A0A2R8VI15	PCBP2 (isof. 2)
-0.093	-0.063	-0.021	0.045	-0.024	-0.312	0.28	0.126	0.062	0.142	-0.02	0.133	0.031	-0.193	-0.004	-0.153	-0.055	0.119	not significant	not significant	not significant	not significant	Q61990-2	PCBP2 (isof. 1)
-0.385	-0.258	-0.303	0.159	0.247	0.227	0.007	0.271	0.034	0.133	-0.048	-0.201	0.195	-0.415	0.17	-0.26	-0.055	0.481	not significant	not significant	significant	not significant	"Q61990;Q61990-3"	PCBP2
-0.527	-0.89	-0.476	-0.418	-0.288	-0.656	1.201	1.093	0.961	-0.815	-0.545	-1.317	0.681	0.591	0.592	0.303	0.373	0.137	significant	significant	significant	significant	P57722	PCBP3
-0.771	-0.886	-0.872	0.477	-0.291	0.216	0.732	0.709	0.685	0.126	0.154	-0.919	0.231	-0.234	0.341	0.546	-0.107	-0.137	not significant	not significant	significant	significant	P57724	PCBP4
-0.065	-0.068	-0.117	0.047	0.005	0.067	-0.039	0.087	0.081	1.299	1.665	-0.855	1.556	-0.672	1.131	-0.743	-1.951	-1.429	significant	significant	not significant	not significant	Q99MN9	PCCB
-2.236	-1.405	-1.852	0.975	1.356	0.628	0.949	0.987	0.598	-1.605	-1.969	-2.643	1.575	1.329	1.382	0.666	0.389	0.876	significant	significant	significant	significant	F7BJK1	PCDH1
0.138	0.249	0.182	0.111	0.433	-0.149	-0.594	-0.281	-0.089	0.195	0.268	0.207	0.228	0.186	0.077	-0.664	-0.193	-0.303	not significant	not significant	not significant	not significant	Q8BGX1	PCED1B
0	0	0	0	0	0	0	0	0	0.797	1.151	0.887	-0.135	-3.562	0.346	-1.281	0.948	0.847	significant	not significant	not significant	not significant	F6UFZ5	PCF11
0.336	0.146	0.103	-0.061	0.176	0.017	-0.214	-0.382	-0.123	-0.196	-0.246	-0.23	0.105	0.148	0.183	0.04	0.151	0.045	not significant	not significant	not significant	not significant	G3X9Z4	PCF11 (isof.)
-0.703	-0.631	-0.488	-0.365	-0.08	-0.168	0.717	1.069	0.648	-0.373	-0.939	-0.563	-0.499	-0.188	-0.567	1.016	0.965	1.149	significant	significant	significant	significant	Q8R023	PCGF1
0.317	0.379	0.079	-0.399	-0.363	-0.134	0.094	0.083	-0.056	-0.253	-0.49	-0.338	0.158	0.245	-0.047	0.052	0.375	0.298	not significant	not significant	not significant	not significant	P23798	PCGF2
-0.104	-0.293	0.077	-0.843	-0.115	-0.14	0.152	0.455	0.81	-0.112	0.695	-0.226	-0.285	-0.406	-0.401	0.551	-0.588	0.771	not significant	not significant	significant	not significant	"Q8BTQ0;Q8BTQ0-2"	PCGF3
0.364	0.302	0.471	-0.118	0.078	-0.138	0.543	-0.718	-0.785	-0.173	-0.021	-0.349	-0.002	0.309	0.111	-0.057	0.109	0.073	not significant	not significant	not significant	not significant	Q99NA9	PCGF6
0.14	0.05	0.433	-0.451	-0.177	-0.271	0.032	-0.165	0.41	-0.198	0.089	-0.188	0.143	-0.198	0.116	0.203	-0.072	0.104	not significant	not significant	not significant	not significant	Q8BFV2	PCID2
0.859	0.881	0.85	-0.099	-0.299	-0.798	-0.358	-0.507	-0.529	0.339	0.278	0.339	1.842	-0.591	1.633	-0.885	-0.418	-2.538	significant	significant	significant	significant	P59114	PCIF1
-0.687	-0.661	-0.613	0.65	0.44	0.482	0.129	0.137	0.123	-0.395	-0.054	-0.598	1.034	1.193	0.582	-0.748	-0.523	-0.491	significant	significant	significant	significant	Q8BH04	PCK2
-1.033	-1.559	-1.325	0.271	0.274	0.407	0.798	1.068	1.098	-1.076	-1.061	-0.57	0.032	-0.428	0.306	1.036	0.791	0.97	significant	significant	significant	significant	Q9CQX4	PCLAF
0.621	0.65	0.49	-0.366	-0.412	-0.506	-0.095	-0.135	-0.246	0.406	0.428	0.364	-0.67	-0.498	-0.385	0.174	0.139	0.042	significant	not significant	significant	significant	Q9R0L6	PCM1
-0.384	-0.41	-0.434	-0.308	-0.119	-0.254	0.676	0.585	0.647	0.501	0.406	0.388	1.174	-0.098	-2.684	-0.712	0.53	0.494	not significant	not significant	significant	significant	P23506-2	PCMT1
-0.342	-0.589	-0.226	-0.039	-0.236	-0.249	0.395	0.652	0.634	-0.109	-0.309	-0.309	0.145	0.08	-0.811	0.791	0.276	0.245	not significant	not significant	significant	significant	Q8BHD8	PCMTD2
0.151	0.047	0.144	-0.24	-0.078	-0.134	0.048	0.015	0.045	-0.738	-0.952	-0.761	0.423	0.366	0.456	0.354	0.453	0.4	significant	significant	not significant	not significant	P17918	PCNA
-0.205	-0.215	-0.129	0.074	0.083	0.09	-0.067	0.076	0.295	0.353	0.289	0.34	0.339	-0.681	0.121	-0.424	-0.282	-0.055	not significant	not significant	not significant	not significant	Q6P8I4	PCNP
0.933	1.447	0.888	-0.17	-0.907	-1.223	0.177	-0.59	-0.555	0.254	0.267	0.232	-0.709	-0.614	-0.471	0.633	0.296	0.112	significant	not significant	significant	significant	"A0A1W2P737;F8VPV0"	PCNT (isof.)
0.211	0.036	-0.069	-0.107	-0.469	-0.325	0.336	0.227	0.16	0.299	0.282	0.262	-0.675	-0.52	-0.522	0.353	0.334	0.187	significant	not significant	not significant	not significant	P48725	PCNT
0.065	0.284	-1.028	0.224	0.275	0.122	0.236	0.046	-0.225	0.112	-0.021	0.576	1.002	0.842	1.02	-2.471	0.464	-1.523	significant	significant	not significant	not significant	Q8VI59	PCNX3
1.885	1.628	2.082	-1.79	-1.62	1.768	-2.064	-0.667	-1.221	3.902	4.033	3.876	-2.395	-1.876	-1.377	-2.171	-2.202	-1.792	significant	significant	significant	significant	Q8R4W6	PCOLCE2
1.293	1.59	1.794	2.191	-0.36	-0.637	-2.798	-1.793	-1.28	2.626	2.482	2.478	0.329	0.201	-0.086	-4.136	-0.042	-3.851	significant	significant	significant	significant	"E9Q4D0;F6XJP7"	PCSK6
-0.773	-1.184	-0.584	0.688	0.431	1.156	0.324	-0.25	0.191	1.133	1.616	1.377	1.779	-1.615	0.686	0.246	-2.396	-2.826	significant	significant	significant	significant	Q8C7K6	PCYOX1L
0.17	0.039	-0.131	-0.273	-0.226	-0.133	0.173	0.099	0.28	-0.041	0.041	-0.407	0.419	0.05	-0.589	0.422	0.199	-0.094	not significant	not significant	not significant	not significant	P49586	PCYT1A
-0.117	0.002	0.12	-0.271	-0.311	-0.411	0.345	0.216	0.427	0.292	-0.541	-0.473	0.836	0.248	-0.124	-0.421	0.279	-0.096	not significant	not significant	significant	not significant	Q8VE70	PDCD10
-0.075	-0.105	-0.034	0.171	0.13	0.084	-0.08	-0.05	-0.041	0.071	0.05	0.066	0.002	-0.047	0.096	-0.134	-0.021	-0.083	not significant	not significant	not significant	not significant	Q6NS46	PDCD11
0.477	0.436	0.398	-0.262	-0.41	-0.393	0.031	-0.121	-0.155	-0.306	-0.537	-0.536	0.598	0.66	0.256	-0.198	0.06	0.003	significant	not significant	significant	not significant	P46718	PDCD2
-0.348	-0.336	-0.308	0.449	0.647	0.549	-0.156	-0.29	-0.207	1.537	-0.384	-1.492	1.212	0.857	0.863	0.966	-2.843	-0.715	significant	not significant	significant	significant	Q61823	PDCD4
0.412	0.478	0.526	-0.664	-0.26	-0.64	0.408	-0.203	-0.058	0.806	1.106	0.89	1.075	0.018	-1.221	-0.651	-0.818	-1.205	significant	significant	significant	not significant	"P12815;P12815-2"	PDCD6
-0.161	-0.234	-0.305	0.022	0.057	0.031	0.233	0.185	0.172	-0.574	-0.428	0.022	1.148	0.635	-0.578	-0.132	-0.318	0.224	not significant	not significant	not significant	not significant	Q9WU78	PDCD6IP
0.033	-0.791	-0.962	1.087	0.802	0.336	0.295	0.342	-1.142	0.1	0.135	0.137	0.297	-0.462	-0.255	-0.056	0.062	0.042	not significant	not significant	significant	not significant	"A0A1L1SQ83;A0A1L1SVC2;Q3U2X6"	PDCD7 (isof.)
-0.241	0.023	-0.436	-0.119	-0.37	-0.171	0.301	0.841	0.171	-0.164	-0.034	-0.004	0.024	-0.221	-0.238	0.256	0.242	0.139	not significant	not significant	significant	not significant	Q9WTY1	PDCD7
0.112	0.66	-0.092	1.778	-1.411	1.923	0.788	-2.327	-1.431	0.14	0.052	0.364	-0.366	-0.339	0.201	-0.273	0.747	-0.525	not significant	not significant	significant	not significant	Q80YT7	PDE4DIP
-0.479	0.149	0.32	-0.096	-0.898	-0.254	-0.331	0.591	0.998	-0.751	-0.843	0.013	0.599	0.201	0.226	-0.191	0.209	0.537	significant	not significant	significant	not significant	S4R2K0	PDF
0.235	0.116	0.186	0.223	-0.035	0.016	-0.179	-0.273	-0.289	0.527	0.3	0.416	0.704	0.264	-0.147	-0.191	-0.857	-1.017	significant	not significant	not significant	not significant	P35486	PDHA1
0.044	0.071	0.098	0.244	0.254	0.173	-0.316	-0.294	-0.274	0.45	0.529	0.585	0.728	0.547	-0.004	-0.839	-0.999	-0.996	significant	significant	significant	not significant	Q9D051	PDHB
0.114	0.032	0.018	-0.077	-0.029	-0.122	0.029	-0.009	0.044	0.466	0.433	0.379	0.338	0.128	0.134	-0.77	-0.682	-0.426	significant	significant	not significant	not significant	Q8BKZ9	PDHX
-0.535	-0.543	-0.614	0.733	0.7	0.582	-0.071	-0.107	-0.144	-0.127	-0.255	-0.327	1.023	1.006	0.41	-0.405	-1.021	-0.304	significant	significant	significant	significant	P27773	PDIA3
-0.008	-0.096	-0.101	0.316	0.38	0.366	-0.298	-0.249	-0.309	-0.142	0.11	0.587	0.997	0.808	0.497	-1.228	-0.828	-0.8	significant	significant	significant	not significant	P08003	PDIA4
0.481	0.461	0.416	-0.533	-0.478	-0.524	0.128	-0.091	0.139	0.459	-0.307	0.435	0.162	-0.478	-0.124	0.034	-0.586	0.406	not significant	not significant	significant	significant	Q921X9	PDIA5
-3.056	-2.592	-3.448	5.167	5.544	5.303	-2.176	-2.329	-2.412	-1.35	-1.072	-1.114	2.936	2.675	2.171	-0.795	-1.641	-1.81	significant	significant	significant	significant	Q3TML0	PDIA6
-0.183	-0.214	-0.193	0.05	-0.037	0.049	0.174	0.156	0.197	0.063	0.213	0.191	0.648	0.163	0.069	-0.518	-0.678	-0.152	not significant	not significant	not significant	not significant	Q922R8	PDIA6 (isof.)
0.743	0.909	0.945	1.787	1.666	1.626	-1.171	-4.312	-2.192	0.957	1.297	1.063	1.737	1.804	1.667	-3.093	-1.927	-3.503	significant	significant	significant	significant	Q8BFP9	PDK1
0.003	0.106	0.247	0.21	0.067	0.18	-0.211	-0.257	-0.345	-0.391	-0.302	-0.569	0.612	0.071	0.113	0.395	0.166	-0.095	not significant	not significant	not significant	not significant	Q922H2	PDK3
0.537	0.5	0.393	0.3	0.404	0.336	-0.81	-0.787	-0.873	1.043	0.728	1.03	1.69	1.427	0.628	-2.727	-0.759	-3.063	significant	significant	significant	significant	O70400	PDLIM1
0	0	0	0	0	0	0	0	0	-1.631	-0.708	-0.409	1.853	1.462	0.974	-1.561	-0.267	0.287	significant	significant	not significant	not significant	Q8R1G6	PDLIM2
-1.302	-1.537	-1.672	-0.922	-0.819	-1.443	2.811	2.357	2.527	-0.538	-0.55	-0.03	-0.926	-1.459	-0.601	1.379	1.374	1.35	significant	significant	significant	significant	P70271	PDLIM4
0.043	0.056	0.016	0.033	0.075	-0.086	-0.013	0.058	-0.182	-0.427	-0.374	-0.359	0.403	0.31	0.059	0.453	0.035	-0.1	not significant	not significant	not significant	not significant	Q8CI51	PDLIM5
-2.159	-1.637	-2.174	1.355	1.395	1.326	0.581	0.673	0.641	-2.071	-1.32	-1.441	1.483	1.647	1.395	0.07	0.239	-0.001	significant	significant	significant	significant	Q3TJD7	PDLIM7
0.071	0.08	0.343	-0.001	-0.086	-0.185	-0.081	-0.14	0	2.396	2.683	2.695	-1.968	-1.686	-0.24	-1.488	-1.629	-0.764	significant	significant	not significant	not significant	Q504M2	PDP2
0.633	0.651	0.669	-0.235	-0.223	-0.163	-0.318	-0.705	-0.309	1.228	1.495	1.361	0.713	0.638	0.257	-1.792	-1.973	-1.927	significant	significant	significant	significant	Q9Z2A0	PDPK1
0.179	0.15	0.095	0.014	0.034	0.084	-0.125	-0.235	-0.196	-0.012	-0.092	-0.022	0.16	0.214	0.241	-0.195	-0.064	-0.229	not significant	not significant	not significant	not significant	Q6A026	PDS5A
0.052	0.03	0.002	-0.255	-0.347	-0.242	0.203	0.29	0.269	0.093	0.086	0.074	-0.384	-0.271	-0.188	0.196	0.174	0.22	not significant	not significant	significant	not significant	Q4VA53	PDS5B
0	0	0	0	0	0	0	0	0	-0.312	0.289	-0.348	0.075	0.473	0.42	0.627	0.18	-1.405	not significant	not significant	not significant	not significant	Q4VA53-3	PDS5B (isof.)
-0.289	-0.118	-0.225	0.008	-0.019	0.028	0.213	0.241	0.16	-0.438	-0.383	-0.38	0.849	0.686	0.341	-0.097	-0.52	-0.058	significant	not significant	not significant	not significant	Q99K01-2	PDXDC1
-0.105	-0.033	-0.17	0.207	0.225	0.147	0.218	-0.268	-0.221	0.361	0.487	0.295	0.431	0.421	-0.087	-0.393	-0.827	-0.688	significant	not significant	not significant	not significant	Q9CZG9	PDZD11
-2.355	-1.768	-2.614	1.109	0.814	0.609	1.172	1.238	1.796	-1.739	-1.786	-1.602	0.635	0.408	0.116	1.307	1.427	1.235	significant	significant	significant	significant	Q9QY39	PDZD4
-0.334	-0.593	-0.82	0.043	0.001	0.143	0.63	0.469	0.462	-1.552	-2.264	2.414	0.026	0.638	-0.281	0.524	0.198	0.297	not significant	not significant	significant	significant	B9EJ80	PDZD8
